FID,Iteration,Latitude,Longitude,State,Lake,Lake ID,Lake Size km2,Number of Lakes in Buffer,Infected?,Infect Reduction Type,HSI,Probability of Infection,Boat Threshold,Initial Boats,Uninfected Boats Arriving,Infected Boats Arriving,Total Boats Arriving,Total Boats Leaving
514,0,31.9724916,-98.4980388,TX,Proctor Lake,0,11.762400933,0,true,Null,3.1622776601683794E-4,1,100,478,1019.0454466184497,178.50159518308755,1197.5470418015373,478.0000000000004,
26,0,39.347513,-110.94731,UT,HUNTINGTON LAKE,0,0.744,0,false,Null,0.9974968671630002,1,100,126.8267,29.52745070458427,11.553723654282928,41.081174358867194,126.82669999999992,
402,0,32.8926,-97.4931,TX,Eagle Mountain Reservoir,0,6.5135425758,0,true,Null,0.77,0,100,35731,9497.831539728639,259.86244271236944,9757.693982441007,35731,
428,0,33.8652112,-97.6560332,TX,Farmers Creek Reservoir,0,7.3811488912,0,true,Null,0.4949747468305831,1,100,1225,571.8191499398531,211.8125878486999,783.631737788553,1224.9999999999998,
53,0,33.623,-111.206,AZ,APACHE LAKE,0,10.391,0,true,Null,1,0,100,17945.607,4923.496726020183,10793.89192134098,15717.388647361164,17945.60699999999,
258,1,42.462,-114.167,ID,MURTAUGH LAKE,0,3.316,0,false,Null,0.9721111047611789,1,100,716.772066667,37.57743870345346,53.810564945610835,91.3880036490643,716.7720666670004,
271,1,43.203399,-108.580271,WY,OCEAN LAKE,0,24.686,0,true,Null,0.9853527287220551,1,100,380.293066667,549.4189850282273,244.5951192403946,794.014104268622,380.2930666670006,
335,1,40.700934,-106.456655,CO,SOUTH DELANEY BUTTE LAKE,0,0.613,0,false,Null,1,1,100,8.49252,46.03131249044259,6.82480688032621,52.856119370768795,8.49252,
354,1,33.6672,-111.086,AZ,THEODORE ROOSEVELT LAKE,0,39.557,0,true,Null,0.963068014212911,1,100,1603.0446,228.7897662333309,40641.90934831882,40870.69911455215,1603.0445999999995,
419,1,32.6907001,-94.1790764,TX,Caddo Lake,0,9.7711839386,0,true,Null,1.0E-7,1,100,4603,337.58317387996317,441.3965967495383,778.9797706295014,4602.999999999995,
94,1,39.649683,-104.853463,CO,CHERRY CREEK RESERVOIR,0,3.586,0,false,Null,0.9912113800799505,1,100,8142.6108,6367.465218573793,41.90384006413289,6409.369058637926,8142.610799999995,
46,1,42.52953,-121.929744444,OR,AGENCY LAKE,0,37.944,0,true,Null,2.819574435974337E-4,1,100,490.84485,1074.5461950625763,811.7067276238603,1886.2529226864367,490.84484999999995,
176,1,40.36002,-100.667879,NE,HUGH BUTLER LAKE,0,6.056,0,true,Null,0.9578622030334009,1,100,41.2137,111.51442137871403,200.79073525377703,312.30515663249105,41.213700000000046,
484,1,31.3895671,-95.1531936,TX,Lake Ratcliff,0,6.59031151,0,true,Null,1.0E-7,1,100,1045,293.5677490017366,1084.0402749768655,1377.608023978602,1045,
247,1,38.495,-111.569,UT,MILL MEADOW RESEVOIR,0,0.65,0,false,Null,0.702505373644928,1,100,167.3888,52.12773080025743,30.825355882253252,82.95308668251069,167.38880000000006,
352,1,39.222626,-105.604146,CO,TARRYALL RES,0,0.764,0,false,Null,0.7849124154961494,1,100,99.007,200.7573618225919,8.942398282403554,209.69976010499545,99.00700000000002,
12,1,42.883,-111.953,ID,CHESTERFIELD RESERVOIR,0,5.117,0,true,Null,0.9421023345688089,1,100,63.7723333333,88.0996764265322,121.95830651213488,210.05798293866707,63.7723333333,
57,1,39.975502,-107.64773,CO,AVERY LAKE / BIG BEAVER RES,0,0.828,0,false,Null,0.9591663046625438,1,100,63.9171333333,56.774838696775454,10.71122598365777,67.48606468043323,63.917133333299965,
304,1,40.180858,-106.574107,CO,RED DIRT RESERVOIR,0,0.734,0,false,Null,0.27690000000000003,1,100,44.6257777778,51.41950441977633,8.453259810015053,59.872764229791386,44.62577777779997,
157,1,40.380483,-100.216613,NE,HARRY STRUNK LAKE,0,6.987,0,true,Null,0.9594187693598661,1,100,41.2137,107.44718239691807,293.4071051431063,400.8542875400244,41.2137,
344,1,40.5144,-109.5372,UT,STEINAKER RESERVOIR,0,2.77,0,false,Null,0.9310013963469658,1,100,168.64856,156.4154454719702,61.17174968945283,217.58719516142304,168.6485600000001,
174,1,40.542787,-105.1503896,CO,HORSETOOTH RESERVOIR,0,7.355,0,false,Null,0.2097617696340304,1,100,405.617709091,3270.8438541724317,83.52785058603901,3354.371704758471,405.6177090910002,
490,1,32.8048,-95.919,TX,Lake Tawakoni,0,9.8488836506,0,true,Null,1.0E-7,1,100,6594,213.38289127680181,1228.3354522044767,1441.7183434812785,6594.000000000006,
308,1,46.641,-121.167,WA,RIMROCK RESERVOIR,0,10.306,0,false,Null,2.774887385102322E-4,1,100,6570.5534,460.6842532978313,62.98191193253007,523.6661652303613,6570.5533999999925,
526,1,31.5647,-96.9498,TX,Tradinghouse Reservoir,0,61.2712695083,0,true,Null,1.3038404810405296E-4,1,100,6340,2661.7995569884442,7416.870324283809,10078.669881272253,6340,
406,1,30.74,-95.15,TX,Lake Livingston,0,0.4649437454,0,true,Null,2.6383631289115606E-4,0,100,12391,20.949828054783875,147.1558610725724,168.10568912735627,12390.999999999976,
35,1,40.58547,-109.44141,UT,RED FLEET RESERVOIR,0,2.026,0,false,Null,0.969819983295869,1,100,415.129533333,83.79917044022699,46.232666756751144,130.03183719697813,415.1295333329998,
135,1,42.0296,-110.06316,WY,FONTENELLE RESERVOIR,0,28.356,0,true,Null,0.9841956106384544,1,100,856.4558,409.59738933940963,414.3109077480728,823.9082970874824,856.4558000000006,
529,1,31.5526,-97.2248,TX,Waco Lake,0,1.1123199396,0,true,Null,1.0E-7,1,100,6340,18.301904781182976,172.71771758034467,191.01962236152764,6340.000000000006,
170,1,41.02465,-106.86809,WY,HOG PARK RESERVOIR,0,2.114,0,false,Null,2.819574435974337E-4,1,100,76.6957333333,83.82721544243037,23.591623191093788,107.41883863352416,76.69573333329996,
211,1,40.37551,-105.488205,CO,LAKE ESTES,0,0.561,0,false,Null,0.46337619705807076,1,100,405.617709091,260.5585857377046,6.355214947947598,266.91380068565223,405.6177090909998,
511,1,36.36144167,-100.1640167,TX,Palo Duro Reservoir,0,61.44752224,0,true,Null,1.4832396974191324E-4,1,100,120,725.1471949616245,1276.6232610788907,2001.770456040515,120.00000000000006,
285,1,40.1878,-109.6868,UT,PELICAN LAKE,0,4.529,0,false,Null,1,1,100,168.64856,133.25787816546276,93.32293963478571,226.58081780024847,168.64856000000003,
392,1,40.145745,-105.93979,CO,WILLOW CREEK RESERVOIR CO,0,1.185,0,false,Null,0.4739989451465056,1,100,44.6257777778,150.17151830724447,14.63299563522529,164.80451394246975,44.62577777780003,
381,1,39.4,-99.426,KS,WEBSTER RESERVOIR,0,3.838,0,true,Null,0.9486832980505138,1,100,151.0988,69.10943670227041,144.60607278618684,213.71550948845726,151.09879999999984,
434,1,31.4068455,-95.6052294,TX,Houston County Lake,0,1.9118985384,0,true,Null,1.0E-7,1,100,1045,59.06924052133781,368.6146108973306,427.6838514186684,1045,
67,1,39.04596,-107.94406,CO,BIG EGGLESTON LAKE,0,0.525,0,false,Null,2.951121820596364E-4,1,100,229.8338,164.094764037473,8.137529541651661,172.23229357912467,229.83380000000034,
525,1,31.594,-93.8045,TX,Toledo Bend Reservoir,0,13.2996411726,0,true,Null,1.0E-7,1,100,7083,988.6623819030742,650.1828126405552,1638.8451945436295,7082.999999999991,
125,1,37.547573,-107.8066809,CO,ELECTRA LAKE,0,3.239,0,false,Null,0.9790505604921536,1,100,257.6173,131.22587454433705,62.35104539264415,193.5769199369812,257.6172999999997,
376,1,41.97851,-110.65742,WY,VIVA NAUGHTON RESERVOIR,0,5.623,0,true,Null,1,1,100,250.685,87.67443862543992,114.06895799908011,201.74339662452002,250.6849999999997,
475,1,31.6641,-96.6064,TX,Lake Mexia,0,41.0337844676,0,true,Null,1.3964240043768943E-4,1,100,1180,1487.3809559076954,5535.313091005013,7022.6940469127085,1179.9999999999995,
155,1,42.93299,-109.75785,WY,HALFMOON LAKE,0,4.187,0,false,Null,2.819574435974337E-4,1,100,74.3367,110.86406648893472,52.66141649557082,163.52548298450554,74.33670000000002,
201,1,40.135,-105.19,CO,LAGERMAN RESERVOIR,0,0.301,0,false,Null,0.9768582292226441,1,100,2192.6883,616.6056628326021,3.440318353924153,620.0459811865262,2192.688299999994,
450,1,30.7935,-98.4294,TX,Lake Buchanan,0,13.062050022,0,true,Null,3.1622776601683794E-4,1,100,9630,153.15101327260268,6244.483687473367,6397.63470074597,9629.99999999998,
260,1,37.522,-112.764,UT,NAVAJO LAKE,0,1.695,0,false,Null,0.5951358225480969,1,100,206.0142,68.26122906686133,95.46685553079328,163.72808459765463,206.01420000000013,
140,1,42.2018222222,-121.123388889,OR,GERBER RESERVOIR,0,15.427,0,true,Null,0.20539595906443733,1,100,490.84485,248.38629689821119,1144.2317322397814,1392.6180291379926,490.84484999999984,
422,1,32.9638094,-97.8071599,TX,Cedar Creek Reservoir (Lake Fayette),0,2.352035032,0,true,Null,0.10000000000000009,1,100,1235,166.21264165734613,618.2008527203386,784.4134943776847,1234.9999999999986,
273,1,42.285,-111.735,ID,ONEIDA NARROWS RESERVOIR,0,1.74,0,false,Null,0.9327379053088815,1,100,162.6466,37.30594221069842,34.93945943717265,72.24540164787106,162.64659999999967,
198,1,37.4334,-113.0532,UT,KOLOB RESERVOIR,0,0.943,0,false,Null,0.9772410142846032,1,100,744.453,24.44894013574916,52.908339761214236,77.3572798969634,744.4529999999994,
208,1,34.4044444444,-119.337222222,CA,LAKE CASITAS,0,9.156,0,true,Null,0.8916277250063503,1,100,23552.5164,21.18962349300511,2564.825946834494,2586.015570327499,23552.516400000033,
192,1,39.809,-99.941,KS,KEITH SEBELIUS RESERVOIR,0,1.972,0,false,Null,0.8875,1,100,172.8912,27.664736918412455,74.46129540002453,102.12603231843698,172.8912000000001,
364,1,37.0519,-106.4559,CO,TRUJILLO MEADOWS RES,0,0.288,0,false,Null,2.908453197147927E-4,1,100,76.2492666667,11.778729709497625,4.2160248334445205,15.994754542942147,76.24926666669995,
177,1,48.341,-113.983,MT,HUNGRY HORSE RESERVOIR,0,95.488,0,true,Null,0.6987314219354958,1,100,2658.0936,477.90026356800706,482.59894289952746,960.4992064675346,2658.093600000003,
195,1,44.37,-104.792,WY,KEYHOLE RESERVOIR,0,21.719,0,true,Null,0.9848857801796104,1,100,206.1228,478.52976479052194,198.67860642545332,677.2083712159753,206.1228,
151,1,37.25383,-113.7737,UT,GUNLOCK RESERVOIR,0,1.019,0,false,Null,0.9591663046625438,1,100,744.453,60.05424340771297,73.93911129777135,133.9933547054843,744.4530000000007,
10,1,38.44,-109.0446,CO,BUCKEYE RESERVOIR,0,0.442,0,false,Null,0.8587490902469707,1,100,1189.4958,12.181951916695798,9.792566988306318,21.974518905002114,1189.4957999999995,
25,1,37.606316,-104.8437426,CO,HORSESHOE RESERVOIR (CO),0,0.663,0,false,Null,0.9313968005098578,1,100,405.617709091,312.21197673271007,8.10685852769309,320.31883526040315,405.61770909100017,
166,1,38.2545,-103.70402,CO,HENRY LAKE,0,4.839,0,false,Null,1,1,100,187.9142,563.2405748616427,63.954328731257945,627.1949035929007,187.91420000000033,
286,1,47.98,-116.558,ID,PEND OREILLE LAKE,0,375.404,0,true,Null,0.8087324032088735,1,100,1407.09038,6069.198974240088,3251.019805692364,9320.218779932453,1407.090380000002,
228,1,43.435,-114.031,ID,LITTLE WOOD RIVER RESERVOIR,0,2.341,0,false,Null,0.8087324032088735,1,100,205.4712,28.645038213473537,30.86139569009256,59.5064339035661,205.47120000000007,
520,1,29.8219,-94.0472,TX,Shallow Prong Lake,0,4.2281188594,0,true,Null,1.0E-7,1,100,8558,102.33224401050988,488.63457052189466,590.9668145324046,8558.000000000007,
322,1,41.471965,-106.7868887,WY,SARATOGA RESERVOIR,0,1.13,0,false,Null,1,1,100,76.6957333333,33.239670164254655,12.726572753673356,45.966242917928014,76.69573333329994,
514,1,31.9724916,-98.4980388,TX,Proctor Lake,0,11.762400933,0,true,Null,3.1622776601683794E-4,1,100,478,287.97390952190824,909.57313227963,1197.5470418015384,478.0000000000004,
78,1,40.4376,-105.0396,CO,BOYD LAKE,0,6.369,0,false,Null,1,1,100,405.617709091,5664.003862088361,72.81826243877717,5736.822124527138,405.6177090910003,
31,1,37.2474,-105.044,CO,NORTH LAKE,0,0.245,0,false,Null,0.9097628877899998,1,100,155.237666667,2464.2656828199056,3.0245428266774566,2467.290225646583,155.2376666670004,
448,1,33.6508886,-96.1517022,TX,Lake Bonham (Bonham City Lake),0,72.9580466066,0,true,Null,1.0E-7,1,100,1354,1438.5311120718764,7036.3228872919235,8474.8539993638,1353.9999999999984,
445,1,32.204873,-95.855521,TX,Lake Athens,0,42.5531780546,0,true,Null,1.0E-7,1,100,6032,1103.444370915068,5389.458600606386,6492.902971521455,6032.000000000001,
103,1,40.839,-106.3127,CO,COWDREY LAKE,0,0.29,0,false,Null,0.7741012183816791,1,100,8.49252,17.559536091269504,3.2018204024588233,20.76135649372833,8.492520000000015,
132,1,39.642,-111.309,UT,FAIRVIEW LAKE,0,0.623,0,false,Null,0.9721111047611789,1,100,126.8267,20.321357389103056,38.41605762617093,58.73741501527399,126.82669999999993,
143,1,33.514,-111.69,AZ,GRANITE REEF DIVERSION DAM,0,0.5,0,true,Null,0.9591663046625438,1,100,17945.607,2.852361660550416,969.6234931107122,972.4758547712626,17945.606999999978,
338,1,40.284767,-106.83396,CO,STAGECOACH RESERVOIR,0,13.634,0,true,Null,0.9669539802906858,1,100,117.354366667,894.9593511077237,158.20965610915056,1053.1690072168742,117.35436666700001,
467,1,31.9085458,-95.2937925,TX,Lake Jacksonville,0,19.2767724554,0,true,Null,1.0E-7,1,100,2098,1057.8117406257293,3204.741387280479,4262.553127906209,2098.000000000002,
459,1,32.8025,-95.537,TX,Lake Fork Reservoir,0,13.9889023678,0,true,Null,1.0E-7,1,100,6553,880.063101130651,2132.9299951936537,3012.9930963243046,6552.999999999997,
336,1,38.972058,-105.6239339,CO,SPINNEY MTN RES,0,10.027,0,true,Null,0.9964687651903595,1,100,99.007,2028.4432700930174,118.6527833783551,2147.0960534713727,99.00700000000002,
180,1,32.8834,-114.4676,AZ-CA,IMPERIAL RESERVOIR,0,5.749,0,true,Null,0.9848857801796104,0,100,5445.2764,42.07766336583104,684.3344347481075,726.4120981139386,5445.276400000001,
30,1,38.93,-105.054,CO,NORTH CATAMOUNT RESERVOIR,0,0.988,0,false,Null,0.15625,1,100,141.53476,1480.4010619967783,11.6598385523692,1492.0609005491474,141.53475999999995,
369,1,44.504792,-118.185761,OR,UNITY RESERVOIR,0,3.729,0,false,Null,0.2627142432377813,1,100,489.5688,69.82565976703374,35.86855960791409,105.69421937494783,489.56880000000064,
54,1,35.644,-97.367,OK,ARCADIA LAKE,0,7.366,0,true,Null,0.9889769999999998,1,100,20460.6744,44.00675718556061,707.1276753018625,751.134432487423,20460.674400000007,
38,1,42.070216,-106.8765219,WY,SEMINOE RESERVOIR (inflow),0,56.255,0,true,Null,0.9616139558055509,1,100,76.6957333333,1255.453051834791,766.0504567758683,2021.5035086106593,76.69573333329994,
527,1,31.3591,-100.5352,TX,Twin Buttes Reservoir,0,8.2858244442,0,true,Null,0.16999999999999993,1,100,3357,2611.843097022521,1205.4210866750077,3817.2641836975286,3357.000000000006,
314,1,38.727,-104.964,CO,ROSEMONT RESERVOIR,0,0.292,0,false,Null,3.075577994458928E-4,1,100,141.53476,285.2684086787683,3.4694955818788187,288.73790426064716,141.53476,
515,1,31.949068,-103.9394414,TX,Red Bluff Reservoir,0,2.7591086794,0,false,Null,1.0954451150103317E-4,1,100,149,76.75201379815371,32.14421806520793,108.89623186336163,149.00000000000003,
129,1,40.563479,-107.3834203,CO,ELKHEAD RESERVOIR,0,3.642,0,false,Null,0.6882993534792837,1,100,192.4573,137.96813957162232,43.24350979109472,181.21164936271703,192.45729999999992,
321,1,37.1225,-113.3794,UT,SAND HOLLOW RESERVOIR,0,83.41,0,true,Null,0.987420882906575,1,100,744.453,2611.791432659551,6135.047954809019,8746.83938746857,744.4529999999996,
69,1,37.540888,-106.80299,CO,BIG MEADOWS RESERVOIR,0,0.456,0,false,Null,2.8809720581775863E-4,1,100,11.4392,38.730879542901754,6.82743328860417,45.55831283150592,11.43920000000001,
509,1,31.5429149,-99.6796823,TX,O. H. Ivie Reservoir,0,8.8635541778,0,true,Null,0.3464101615137753,1,100,1059,151.07020382069268,321.2580937634873,472.32829758417995,1058.9999999999993,
114,1,40.701,-105.087,CO,DOUGLAS RESERVOIR,0,2.125,0,false,Null,0.9759610647971568,1,100,405.617709091,882.0472922387448,24.178898497890682,906.2261907366355,405.6177090909999,
126,1,39.637,-111.237,UT,ELECTRIC LAKE,0,1.897,0,true,Null,0.95,1,100,72.4905,97.34305293446835,108.87543629372833,206.2184892281967,72.49050000000018,
373,1,40.213,-111.811,UT,UTAH LAKE,0,368.901,0,true,Null,0.9721111047611789,1,100,13016.5064,7745.074993989438,6789.061615362429,14534.136609351866,13016.506400000002,
346,1,39.58805,-122.527805,CA,STONY GORGE RESERVOIR,0,5.595,0,true,Null,0.9118109041901177,1,100,781.9924,48.989145351599525,286.8112723543854,335.8004177059849,781.9923999999994,
163,1,44.4065,-106.607,WY,HEALY RESERVOIR,0,0.911,0,false,Null,1,1,100,84.6356,33.73270153270479,7.286523683291403,41.01922521599619,84.6356,
385,1,42,-105.043,WY,WHEATLAND RESERVOIR,0,1.557,0,false,Null,1,1,100,200.17695,56.226106876403605,24.187035717186998,80.4131425935906,200.17695000000012,
323,1,39.773,-111.153,UT,SCOFIELD RESERVOIR,0,11.128,0,true,Null,0.9912113800799505,1,100,76.6957333333,244.82542467880023,624.5982239534652,869.4236486322654,76.69573333329987,
160,1,41.713,-104.196,WY,HAWK SPRINGS RESERVOIR,0,3.845,0,false,Null,1,1,100,400.0462,158.12935374096423,48.6535115572414,206.78286529820565,400.04619999999977,
398,1,39.38,-112.013,UT,YUBA RESERVOIR,0,7.159,0,true,Null,1,1,100,382.0367,125.06880008877275,375.08967540142686,500.15847549019963,382.03669999999954,
85,1,40.73063,-109.20526,UT,CALDER RESERVOIR,0,0.255,0,false,Null,0.8423353949585639,1,100,168.64856,11.831103150895578,5.561229528789434,17.392332679685012,168.64855999999997,
244,1,40.054439,-105.752928,CO,MEADOW CREEK RESERVOIR,0,0.422,0,false,Null,1.0E-7,1,100,44.6257777778,78.64069828717682,5.854032737580803,84.49473102475763,44.62577777780004,
24,1,44.651,-111.435,ID,HENRYS LAKE,0,24.754,0,true,Null,0.8760544788995716,1,100,177.9411,340.2840799754732,251.57980540358895,591.8638853790621,177.9411000000002,
113,1,39.617526,-106.059521,CO,DILLON RESERVOIR,0,13.008,0,true,Null,0.7923130694365706,1,100,431.8841,1514.3823629675644,151.74794000449464,1666.130302972059,431.8840999999997,
512,1,33.8534376,-95.5485703,TX,Pat Mayse Lake,0,2.1773320858,0,true,Null,4.4721359549995816E-5,1,100,1971,114.14328045702464,105.53560453451426,219.6788849915389,1971.0000000000034,
66,1,43.912,-118.153,OR,BEULAH RESERVOIR,0,7.255,0,false,Null,0.49216135565483,1,100,297.117533333,245.37343928385718,78.82422120818477,324.19766049204196,297.117533333,
279,1,38.975317,-107.339134,CO,PAONIA RESERVOIR,0,1.357,0,false,Null,0.9137273663407482,1,100,117.4147,93.28614527839139,20.308693616221305,113.59483889461269,117.41470000000004,
522,1,30.3112,-96.573,TX,Somerville Lake,0,5.2394291734,0,true,Null,0.21564878854285272,1,100,2623,338.755067444571,673.9697004303885,1012.7247678749595,2622.999999999999,
439,1,33.3211,-95.6563,TX,Jim L. Chapman Lake (formerly Cooper Lake),0,0.737944921,0,false,Null,0.1828704459446633,1,100,1848,18.10884468359924,57.8260992141542,75.93494389775344,1848,
272,1,38.426,-106.1468,CO,OHAVER RESERVOIR,0,0.06,0,false,Null,3.1622776601683794E-4,1,100,111.58288,4.957257068955778,0.7568497656366381,5.714106834592417,111.58287999999997,
199,1,38.590707,-111.847012,UT,KOOSHAREM RESERVOIR,0,1.399,0,false,Null,0.9375153541142672,1,100,92.1652,34.651642450198025,66.62848489950966,101.28012734970768,92.16520000000007,
337,1,47.959,-116.873,ID,SPIRIT LAKE,0,6.268,0,true,Null,1.0000000000000005E-4,1,100,798.73128,126.33206042070793,173.92109322192002,300.2531536426279,798.7312799999991,
466,1,32.5909245,-101.1883147,TX,Lake J. B. Thomas,0,27.0236765534,0,true,Null,0.19500000000000006,1,100,501,552.2089060949722,553.2197416632836,1105.428647758256,501.00000000000017,
182,1,44.419,-111.397,ID,ISLAND PARK RESERVOIR,0,29.627,0,true,Null,0.5869329603966709,1,100,177.9411,448.786903647531,318.23035824762394,767.0172618951549,177.9410999999999,
6,1,44.51297,-109.04164,WY,BECK LAKE,0,0.405,0,false,Null,0.9721111047611789,1,100,140.7456,16.677124616053106,3.351167442668821,20.028292058721927,140.74560000000014,
371,1,42.23864,-121.80329,OR,UPPER KLAMATH LAKE RESERVOIR,0,249.056,0,true,Null,2.8635642126552705E-4,1,100,490.84485,6934.642679503411,4837.286202037242,11771.928881540654,490.84484999999967,
454,1,30.3542,-95.5562,TX,Lake Conroe,0,4.6627111548,0,true,Null,1.3693063937629153E-4,1,100,28891,152.24667758864973,5228.632996038562,5380.879673627212,28890.99999999993,
456,1,33.7169,-95.5879,TX,Lake Crook,0,1.978712197,0,true,Null,0.10606601717798217,1,100,1971,131.47033588559796,107.2109574204199,238.68129330601786,1970.9999999999984,
222,1,35.217,-97.247,OK,LAKE THUNDERBIRD,0,22.251,0,true,Null,0.8779521627059188,1,100,7454.4126,4908.605244944567,628.8992211403995,5537.504466084966,7454.412600000007,
29,1,41.8972,-111.9745,UT,NEWTON RESERVOIR,0,0.62,0,false,Null,0.9591663046625438,1,100,742.29005,56.96956596943039,14.069197922451904,71.0387638918823,742.2900499999997,
488,1,32.470951,-100.405937,TX,Lake Sweetwater,0,6.7489888906,0,true,Null,1.5652475842498523E-4,1,100,429,118.5071198165338,178.13561609819928,296.64273591473307,429.00000000000006,
350,1,40.156363,-101.064882,NE,SWANSON LAKE,0,18.863,0,true,Null,0.9899494936611666,1,100,87.242,367.45873715784154,499.1659651144702,866.6247022723118,87.24200000000006,
489,1,35.061041,-101.7858135,TX,Lake Tanglewood,0,64.5908802764,0,true,Null,1.2041594578792296E-4,1,100,3606,983.1874453123781,1757.0011277541253,2740.1885730665035,3605.9999999999986,
453,1,33.129936,-95.6204112,TX,Lake Coleman,0,670.089418365,0,true,Null,0.38078865529319544,1,100,430,18659.048454606673,56073.23644750063,74732.2849021073,430,
99,1,45.862,-119.152,OR,COLD SPRINGS RESERVOIR,0,5.828,0,false,Null,0.4669402531373794,1,100,2139.0942,104.93515740696019,47.89248885646374,152.82764626342393,2139.094200000001,
239,1,37.606417,-104.8384514,CO,MARTIN LAKE,0,0.001,0,false,Null,0.9582703167687079,1,100,209.1274,98.02650918843975,0.012227964408436836,98.03873715284819,209.12740000000005,
528,1,32.7932,-96.9659,TX,Vilbig Lakes,0,4.1251262724,0,true,Null,0.19500000000000006,1,100,28323,76.95111630651841,6640.1395144977605,6717.090630804279,28323.00000000001,
414,1,30.8211792,-94.1837311,TX,B. A. Steinhagen Lake,0,5.3712354036,0,true,Null,1.0E-7,1,100,5681,2128.5592143393096,570.3201605202966,2698.8793748596063,5680.999999999994,
152,1,39.3509,-112.6155,UT,GUNNISON BEND RESERVOIR,0,2.007,0,false,Null,0.9681420000000003,1,100,332.7142,26.063238385282396,78.40279718423366,104.46603556951607,332.7142000000001,
60,1,39.94815,-104.74901,CO,BARR LAKE,0,6.975,0,false,Null,0.9159503261640338,1,100,6045.2552,5103.584769544408,81.59718778779724,5185.1819573322055,6045.255199999984,
90,1,38.787822,-99.79151,KS,CEDAR BLUFF RESERVOIR,0,24.033,0,true,Null,1,0,100,91.8032,313.0776266448258,630.4062960821465,943.4839227269722,91.80319999999996,
513,1,32.9338,-98.4458,TX,Possum Kingdom Lake,0,17.699953925,0,true,Null,3.1622776601683794E-4,1,100,3919,353.3463898471177,1518.8572050481628,1872.2035948952805,3919.000000000003,
146,1,42.1365,-104.7472,WY,GRAYROCKS RESERVOIR,0,14.57,0,true,Null,1,1,100,65.76635,586.2360778932417,259.395095702273,845.6311735955147,65.76635,
238,1,41.499318,-111.928905,UT,MANTUA RESERVOIR,0,2.083,0,false,Null,0.9676466297156209,1,100,430.767933333,359.2547364326963,81.01388322394476,440.268619656641,430.7679333329996,
332,1,40.139,-111.027,UT,SOLDIER CREEK RESERVOIR,0,53.767,0,true,Null,0.9848857801796104,1,100,151.135,1137.5171417400854,2899.591451168471,4037.1085929085566,151.13500000000008,
107,1,41.838418,-112.042888,UT,CUTLER RESERVOIR,0,5.666,0,true,Null,1,1,100,430.767933333,539.2597424381374,134.35946169633755,673.619204134475,430.76793333299986,
240,1,40.345,-105.532,CO,MARYS LAKE,0,0.151,0,false,Null,2.747726332806817E-4,1,100,405.617709091,102.30871309113816,1.716540937493518,104.02525402863168,405.6177090910003,
309,1,40.0884,-108.2097,CO,RIO BLANCO LAKE,0,0.481,0,false,Null,0.45746347149253364,1,100,63.9171333333,19.110813710184697,6.711706470095937,25.822520180280634,63.917133333299965,
408,1,30.3558,-97.904,TX,Lake Travis,0,0.808360285,0,true,Null,0.3112474899497183,0,100,29510,9.178745955225063,247.20742319376242,256.3861691489875,29510.000000000015,
18,1,38.72003,-121.16227,CA,FOLSOM LAKE,0,27.718,0,true,Null,1.4832396974191324E-4,1,100,47100.0915,312.7769018624994,1257.1147534481604,1569.8916553106599,47100.09149999996,
110,1,44.291658,-115.654684,ID,DEADWOOD RESERVOIR (inflow),0,11.982,0,true,Null,2.9916550603303183E-4,1,100,74.6444,192.0588892443681,129.22226489238977,321.2811541367579,74.64439999999993,
430,1,30.6295693,-96.0548313,TX,Gibbons Creek Reservoir,0,33.6178325804,0,true,Null,1.0E-7,1,100,703,3096.431381182864,7475.657438467213,10572.088819650076,703.0000000000006,
134,1,41.07462,-109.55905,WY,FLAMING GORGE RESERVOIR,0,157.004,0,true,Null,0.9591663046625438,1,100,605.7708,3180.6957310150005,2485.6468746103583,5666.342605625359,605.7707999999993,
499,1,34.5476051,-101.4426041,TX,Mackenzie Reservoir,0,2.7092918328,0,true,Null,1.0E-7,1,100,86,56.395201916349905,101.09066541839955,157.48586733474946,86.00000000000011,
145,1,42.5646,-106.702,WY,GRAY REEF RESERVOIR,0,7.28,0,true,Null,1,1,100,546.6019,628.2688535258416,188.39451292268814,816.6633664485297,546.6018999999991,
498,1,32.363268,-98.7043627,TX,Leon Reservoir,0,5.1147858854,0,true,Null,1.0E-7,1,100,962,150.68179521564548,376.45921338355373,527.1410085991993,961.9999999999992,
227,1,40.942918,-105.996998,CO,LITTLE HOHNHOLZ LAKE NO 2,0,0.08,0,false,Null,1,1,100,405.617709091,258.3182467755582,0.8801581940661959,259.1984049696244,405.61770909100045,
355,1,38.2202,-102.6339,CO,THURSTON RESERVOIR,0,0.825,0,false,Null,0.9923759368303929,1,100,351.2486,23.464445861984263,14.377040494204858,37.84148635618912,351.24860000000047,
269,1,38.6114,-106.3205,CO,NORTH FORK RESERVOIR,0,0.095,0,false,Null,0.4905327461036623,1,100,111.58288,7.761481915658024,1.2094380820178017,8.970919997675825,111.58288000000005,
384,1,44.54376,-109.12405,WY,WEST NEWTON LAKE,0,0.116,0,false,Null,0.9848857801796104,1,100,140.7456,93.53890358318786,0.9622290825504779,94.50113266573834,140.74559999999994,
117,1,40.919399,-111.591761,UT,EAST CANYON RESERVOIR,0,2.712,0,true,Null,0.9974968671630002,1,100,120.8899,192.06899972964638,154.53042970561933,346.59942943526573,120.8899,
